SMS,HAM-SPAM
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",Ham
Water logging in desert. Geoenvironmental implications.,Ham
"K, can I pick up another 8th when you're done?",Ham
"Garbage bags, eggs, jam, bread, hannaford wheat chex",Ham
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",Ham
"Aight, call me once you're close",Ham
Wrong phone! This phone! I answer this one but assume the other is people i don't well,Ham
Serious? What like proper tongued her,Ham
He remains a bro amongst bros,Ham
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,Ham
How come she can get it? Should b quite diff to guess rite...,Ham
Mmm so yummy babe ... Nice jolt to the suzy,Ham
Are you free now?can i call now?,Ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",Spam
"That's very rude, you on campus?",Ham
Hey i'm bored... So i'm thinking of u... So wat r u doing?,Ham
No but the bluray player can,Ham
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Spam
Jay is snickering and tells me that x is totally fucking up the chords as we speak,Ham
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,Ham
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",Ham
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,Ham
Good night my dear.. Sleepwell&amp;Take care,Ham
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,Ham
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",Ham
"Damn, can you make it tonight or do you want to just wait til tomorrow",Ham
R we going with the  &lt;#&gt;  bus?,Ham
Dear got train and seat mine lower seat,Ham
Aight do you still want to get money,Ham
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,Ham
Ugh just got outta class,Ham
I've told him that i've returned it. That should i re order it.,Ham
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,Ham
I'm not. She lip synced with shangela.,Ham
Haf u found him? I feel so stupid da v cam was working.,Ham
Ok...,Ham
"""Hi darlin did youPhone me? Im atHome if youwanna chat.""",Ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",Spam
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",Ham
Ok I'm gonna head up to usf in like fifteen minutes,Ham
I like dis sweater fr mango but no more my size already so irritating.,Ham
No plm i will come da. On the way.,Ham
Got smaller capacity one? Quite ex...,Ham
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",Ham
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",Ham
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Ham
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,Ham
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,Ham
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,Ham
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",Ham
What happen to her tell the truth,Ham
See? I thought it all through,Ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Ham
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",Ham
Po de :-):):-):-):-). No need job aha.,Ham
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,Ham
I want to be inside you every night...,Ham
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",Spam
DO NOT B LATE LOVE MUM,Ham
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",Spam
Today am going to college so am not able to atten the class.,Ham
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,Ham
That's necessarily respectful,Ham
"Yes, princess. Are you going to make me moan?",Ham
Then she buying today? Ü no need to c meh...,Ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",Ham
Do have a nice day today. I love you so dearly.,Ham
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,Ham
Hey... are you going to quit soon? Xuhui and i working till end of the month ,Ham
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,Ham
She's borderline but yeah whatever.,Ham
"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX""",Ham
S now only i took tablets . Reaction morning only.,Ham
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,Ham
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",Ham
I HAVE A DATE ON SUNDAY WITH WILL!!,Ham
Have you bookedthe hut? And also your time off? How are you by the way?,Ham
Hey u still at the gym?,Ham
No plans yet. What are you doing ?,Ham
I cant wait to see you! How were the photos were useful? :),Ham
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,Ham
Mm i am on the way to railway,Ham
I have a sore throat. It's scratches when I talk,Ham
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",Spam
Mode men or have you left.,Ham
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),Ham
Y ü wan to go there? C doctor?,Ham
Fine. Do you remember me.,Ham
Jus finish bathing...,Ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,Ham
I dont understand your message.,Ham
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),Ham
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,Ham
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,Ham
K.then any other special?,Ham
Well you told others you'd marry them...,Ham
Thanx...,Ham
Hey whats up? U sleeping all morning?,Ham
Ok lor.,Ham
What class of  &lt;#&gt;  reunion?,Ham
I have no idea where you are,Ham
Can't take any major roles in community outreach. You rock mel,Ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Ham
Oh k. . I will come tomorrow,Ham
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Ham
I know complain num only..bettr directly go to bsnl offc nd apply for it..,Ham
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,Ham
:) ,Ham
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,Ham
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,Spam
Pathaya enketa maraikara pa',Ham
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,Ham
Stupid auto correct on my phone,Ham
U guys never invite me anywhere :(,Ham
Go where n buy? Juz buy when we get there lar.,Ham
Yeah my usual guy's out of town but there're definitely people around I know,Ham
U 2.,Ham
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,Ham
No let me do the math. Your not good at it.,Ham
I tagged MY friends that you seemed to count as YOUR friends.,Ham
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,Spam
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",Ham
Tell them no need to investigate about me anywhere.,Ham
Oh all have to come ah?,Ham
"Sorry, I'll call later in meeting",Ham
I said its okay. Sorry,Ham
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",Ham
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",Ham
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",Ham
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",Ham
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,Spam
"Oh... Icic... K lor, den meet other day...",Ham
"So check your errors and if you had difficulties, do correction.",Ham
Now get step 2 outta the way. Congrats again.,Ham
"Yo, you at jp and hungry like a mofo?",Ham
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",Ham
How do you guys go to see movies on your side.,Ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",Ham
"Sorry, I'll call later",Ham
"Tee hee. Off to lecture, cheery bye bye.",Ham
How. Its a little difficult but its a simple way to enter this place,Ham
Please attend the phone:),Ham
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",Ham
Nt yet chikku..simple habba..hw abt u?,Ham
India have to take lead:),Ham
Anytime lor...,Ham
I am on the way to tirupur.,Ham
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,Ham
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,Ham
Ok lor then we go tog lor...,Ham
K k :-):-) then watch some films.,Ham
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,Ham
I was gonna ask you lol but i think its at 7,Ham
Have a good evening! Ttyl,Ham
As usual u can call me ard 10 smth.,Ham
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,Ham
K da:)how many page you want?,Ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,Spam
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,Spam
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Ham
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,Ham
No. I.ll meet you in the library,Ham
Thanks for looking out for me. I really appreciate.,Ham
Don know:)this week i'm going to tirunelvai da.,Ham
I'm at work. Please call,Ham
Of course. I guess god's just got me on hold right now.,Ham
Ü go home liao? Ask dad to pick me up at 6...,Ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,Ham
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",Ham
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,Ham
Argh why the fuck is nobody in town ;_;,Ham
Tired. I haven't slept well the past few nights.,Ham
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,Ham
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,Ham
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,Ham
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",Spam
Send me your id and password,Ham
So lets make it saturday or monday as per convenience.,Ham
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,Ham
Have your lunch and come quickly and open the door:),Ham
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",Ham
Same as kallis dismissial in 2nd test:-).,Ham
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",Ham
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,Ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",Ham
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,Ham
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,Ham
I dont know ask to my brother. Nothing problem some thing that. Just i told .,Ham
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,Ham
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Spam
Yo you around? A friend of mine's lookin to pick up later tonight,Ham
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,Ham
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",Ham
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,Ham
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",Ham
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,Ham
Will you be here for food,Ham
I had askd u a question some hours before. Its answer,Ham
No dear i do have free messages without any recharge. Hi hi hi,Ham
Ü no home work to do meh... ,Ham
Reckon need to be in town by eightish to walk from * carpark.,Ham
"Sorry, I can't help you on this.",Ham
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Ham
Dont put your phone on silent mode ok,Ham
"Goodmorning, Today i am late for  &lt;#&gt; min.",Ham
"Yeah probably, I still gotta check out with leo",Ham
Will do. Have a good day,Ham
That depends. How would you like to be treated? :),Ham
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,Ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Spam
Yes see ya not on the dot,Ham
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,Spam
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,Ham
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",Spam
And several to you sir.,Ham
Don know. I did't msg him recently.,Ham
"Greetings me, ! Consider yourself excused.",Ham
You best watch what you say cause I get drunk as a motherfucker,Ham
Tell them u have a headache and just want to use 1 hour of sick time.,Ham
Meeting u is my work. . . Tel me when shall i do my work tomorrow,Ham
I'm aight. Wat's happening on your side.,Ham
Cos i want it to be your thing,Ham
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,Ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Spam
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,Ham
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",Ham
HELLO PEACH! MY CAKE TASTS LUSH!,Ham
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",Ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,Spam
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",Ham
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,Spam
Do u noe how 2 send files between 2 computers?,Ham
I'll text now! All creepy like so he won't think that we forgot,Ham
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,Ham
Hope you are having a great day.,Ham
"Sorry, I'll call later",Ham
Love you aathi..love u lot..,Ham
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",Ham
"Night night, see you tomorrow",Ham
You will be in the place of that man,Ham
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",Ham
"Its ok, if anybody asks abt me, u tel them..:-P",Ham
"Sorry,  in meeting I'll call you later",Ham
TELL HER I SAID EAT SHIT.,Ham
Did u got that persons story,Ham
Is she replying. Has boye changed his phone number,Ham
Got it. Seventeen pounds for seven hundred ml – hope ok.,Ham
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,Ham
If he started searching he will get job in few days.he have great potential and talent.,Ham
Ü dun need to pick ur gf?,Ham
Nothing just getting msgs by dis name wit different no's..,Ham
1's reach home call me.,Ham
"If we hit it off, you can move in with me :)",Ham
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",Ham
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",Ham
"sir, you will receive the account no another 1hr time. Sorry for the delay.",Ham
Otherwise had part time job na-tuition..,Ham
Shall i send that exe to your mail id.,Ham
If I get there before you after your ten billion calls and texts so help me god,Ham
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",Ham
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,Ham
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",Ham
Y so late but i need to go n get da laptop...,Ham
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,Ham
I dont thnk its a wrong calling between us,Ham
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,Ham
I wait 4 ü inside da car park...,Ham
Nice talking to you! please dont forget my pix :) i want to see all of you...,Ham
Moji i love you more than words. Have a rich day,Ham
Hahaha..use your brain dear,Ham
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,Ham
If we win its really no 1 side for long time.,Ham
"Haha, just what I was thinkin",Ham
I remain unconvinced that this isn't an elaborate test of my willpower,Ham
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,Spam
Dunno da next show aft 6 is 850. Toa payoh got 650.,Ham
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",Ham
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",Ham
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,Spam
I have a rather prominent bite mark on my right cheek,Ham
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam
No. Thank you. You've been wonderful,Ham
"It could work, we'll reach a consensus at the next meeting",Ham
"Some friends want me to drive em someplace, probably take a while",Ham
Lol u still feeling sick?,Ham
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,Spam
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,Ham
Ok. Me watching tv too.,Ham
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,Ham
I've reached home n i bathe liao... U can call me now...,Ham
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),Ham
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",Spam
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",Ham
Hi.what you think about match?,Ham
What time you think you'll have it? Need to know when I should be near campus,Ham
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,Ham
"Sorry, I'll call later",Ham
"Yes, i'm small kid.. And boost is the secret of my energy..",Ham
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,Ham
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,Ham
Me too! Have a lovely night xxx,Ham
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,Ham
"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",Ham
I am great princess! What are you thinking about me? :),Ham
"Great. I'm in church now, will holla when i get out",Ham
* Will have two more cartons off u and is very pleased with shelves,Ham
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,Ham
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,Ham
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,Ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,Ham
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",Ham
How abt making some of the pics bigger?,Ham
Lol enjoy role playing much?,Ham
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",Ham
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",Ham
Theyre doing it to lots of places. Only hospitals and medical places are safe.,Ham
"Sorry, I can't help you on this.",Ham
"Sorry that took so long, omw now",Ham
So are you guys asking that i get that slippers again or its gone with last year,Ham
All sounds good. Fingers . Makes it difficult to type,Ham
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",Ham
it to 80488. Your 500 free text messages are valid until 31 December 2005.,Spam
Company is very good.environment is terrific and food is really nice:),Ham
S da..al r above  &lt;#&gt;,Ham
Well done and ! luv ya all ,Ham
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,Ham
* Thought I didn't see you.,Ham
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Spam
"Sounds good, keep me posted",Ham
Our Prasanth ettans mother passed away last night. Just pray for her and family.,Ham
Aah bless! How's your arm?,Ham
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",Ham
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Spam
", ow u dey.i paid 60,400thousad.i told  u would call . ",Ham
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,Ham
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,Ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,Spam
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,Ham
Ü come lt 25 n pass to me lar,Ham
"Oh, then your phone phoned me but it disconnected",Ham
Yes when is the appt again?,Ham
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",Ham
Pls i wont belive god.not only jesus.,Ham
May i call You later Pls,Ham
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",Ham
"A few people are at the game, I'm at the mall with iouri and kaila",Ham
Still in customer place,Ham
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,Ham
Ü collecting ur laptop then going to configure da settings izzit?,Ham
"Pity, * was in mood for that. So...any other suggestions?",Ham
"Sorry, I'll call later",Ham
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,Ham
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,Ham
"I can probably come by, everybody's done around  &lt;#&gt;  right?",Ham
Anything lar...,Ham
K.k..how is your sister kids?,Ham
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",Ham
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,Ham
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",Ham
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,Ham
Ok lor. Msg me b4 u call.,Ham
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",Ham
meet you in corporation st outside gap … you can see how my mind is working!,Ham
Then she dun believe wat?,Ham
"It's fine, imma get a drink or somethin. Want me to come find you?",Ham
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,Ham
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",Ham
Hey i've booked the pilates and yoga lesson already... Haha,Ham
