TWEET,EXISTENCE
"RT @dcexaminer: More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/TOWc",No
#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy,Yes
"More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY",No
I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate.,Yes
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/a1rD",No
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/EVtR",No
"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L",No
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/4Z0n",No
RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,No
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,Yes
@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK.,No
India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt,No
"@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont",No
RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk,Yes
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,Yes
a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp,No
"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",Yes
"Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast",No
RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw,No
Global warming is kinda blizzardy.,No
Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8,Yes
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx,No
Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change,Yes
"[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp",Yes
"Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",Yes
If global warming gets any worse I am going to have to buy a snow blower,Yes
RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me.,No
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW,No
Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed,No
Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive,Yes
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,No
"Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",Yes
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,No
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,No
RT @climatedebate: BYU scientists refute Utah committee's global warming assertations:  http://bit.ly/b4TVtx,No
This #snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming.,Yes
Knee-Jerk No Fly Ban Discredits Global Warming Alarmists: With European governments coming under increa... http://bit.ly/duBji9 (FTSN News),No
RT @GoodClimateJM: Part 1 of a three part series about the challenges of communicating climate change. http://jm.ly/fh5UVC,Yes
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,No
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,No
Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,No
"@tatiposada Just shoveled for over an hour. Oy. According to Maddow, cold weather and snow is proof of global warming...",No
4-5 foot snow drifts in VA. Good job Global Warming. YOUR FIRED!,No
The Great Global Warming Collapse http://bit.ly/9VeLfD,No
RT @NathanWurtzel: I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,No
I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,No
The Global Warming Guerrillas http://bit.ly/91xRVP,Yes
@mikekruger not saying that climate change isn't possible but man-made is. look at unaltered models. C02 levels higher in ice age,Yes
OMG Bill O'Reilly this is not fucking up for debate climate change is real and it's manmade aslkdgldkhag;odskjhyagpo #climatechange,Yes
"@AdrienneRoyer - ok, but climate change models say stronger storms. We have stronger storms now. So model is wrong?",No
@mikekruger sigh. not really. earth's magnetic field and solar activity aren't factored into climate change models #mydadisascienceprofessor,No
@AdrienneRoyer - Huh? Stronger storms are consistent with climate change models.,No
@mikekruger those are taxes I don't mind paying. it's the taxes funding climate change research that bother me. that's been really useful,No
I hate winter.  I'm a big fan of global warming. #thatsright,Yes
@argylestyle I'm prepared to get on a plane & punch my first FB friend who points to this storm as evidence of global warming being a hoax.,Yes
@MargaretKinney oddball winter weather has been linked to global warming. Check out the story on the @NWF *****homepage: http://www.nwf.org,Yes
The Overwhelming Evidence of Global Warming falling from the sky in DC!--&gt; (#teaparty #tcot #Beck #GOP #Obama  live at...,No
Check out a report from The Overwhelming Evidence of Global Warming in DC! (#teaparty #tcot #Beck #GOP #Obama  live at http://ustre.am/6nIp),Yes
tell Al Gore i don't like this global warming! RT @RepublicanCat @imkhris Get the boots out :) monday another storm is behind this bad boy,No
"Someone let them know that global warming does not connote higher physical temperatures, please.",Yes
"Virginia GOP releases inane video contending that, because of a single snowstorm, global warming must be a farce: http://bit.ly/9xAiH4",No
How come I don't hear the usual suspects today claiming that global warming causes blizzards? #snOMG,No
Invasive News: Invasive Species Thriving in Period of Climate Change - India Business Blog (blog): Invasive Specie... http://bit.ly/aNGpE2,Yes
New blog post: 12 Inches of Global Warming (Video) http://bit.ly/bAEaJd #tcot,Yes
The GOP really cannot grasp that snow in one state doesn't refute global climate change. Idiots: http://ow.ly/14oBf,Yes
Concisely put. RT @lauraolin:A link to send all the idiots who think this year's storms mean global warming is a farce: http://bit.ly/6ocFSK,Yes
"#HouseGOP Wow. There is serious ""overwhelming evidence of global warming"" falling from the sky in DC right now! Up to 30"" of it=RECORD #tcot",Yes
"Well, of course! RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist",No
"#ANTISCIENCE #GOP #FAIL RT @climatebrad: Seriously, ""12 inches of global warming?"" This is killer stupid. http://bit.ly/cWGVaD #climate",Yes
"@JulieJoyce I studied earth science as an undergrad & grad student, this is proven science fact, not open to debate like global ""warming""",No
RT @alexlundry: Tempted to unfollow anyone that conflates #snOMG with global warming skepticism.,Yes
Blizzard in DC called snowpocalypse. Verizon guy told me 30 inches coming out where I live. Huh? Deep fodder for #climate change denialists?,No
Invasive News: Invasive Species Thriving in Period of Climate Change - Einnews Portugal: India TalkiesInvasive Spe... http://bit.ly/a3zJSd,Yes
Just attended an excellent EDF Board meeting http://bit.ly/61N0U Great eco policy shop. Present challenges on global warming front.,Yes
It's settled: Global warming science is sloppy http://goo.gl/fb/Fxxk,No
It's settled: Global warming science is sloppy http://goo.gl/fb/J0ED,No
"It's settled: Global warming science is sloppy: From the Dutch News: According to the last IPCC report, published ... http://bit.ly/aUhPiR",No
"What's New: Forests Are Growing Faster, Climate Change Appears To Driving Accelerated Growth (Feb 1, 2010) http://bit.ly/9XHCRB",Yes
Boy. Global warming is one slick buster.,No
Videos:  How we know humans are changing the climate and climate change is a clear and present danger http://bit.ly/biQnl0,Yes
http://bit.ly/fG3j Farm costs headed up says study of climate-change legislation ... http://bit.ly/bCwVk3,Yes
"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/16vzpO",Yes
RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,No
RT @keder    RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,Yes
"*waiting for Drudge to juxtapose a story about #Snowmageddon with one about climate change, with a corny joke/caption* only a matter of time",Yes
RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,Yes
Rich Galen: Is global warming another DC snow job? (Blizzard?) http://blogs.chron.com/txpotomac/2010/02/rich_galen_is_global_warming_a.html,No
[@ClimateProgress] Energy and Global Warming News for February 5: How activists took on oil companies; Calif. regul... http://ow.ly/16vxYn,Yes
Now Tibet takes a hit with global warming as temperatures reach a record high! #green http://icio.us/of2mts,Yes
"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/14jVj #tcot #iamthemob",Yes
Shorter Virginia GOP: It's snowing so global warming is bunk. http://bit.ly/av5d94,No
RT @milesgrant: Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,Yes
Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,No
Homes that are subject to #climate change (pictures): http://ow.ly/14iFF,Yes
Bulgaria Antarctic Expedition Partakes in Climate Change Research http://bit.ly/bTvjq1,Yes
Obama won't protect pika endangered by climate change http://bit.ly/bTyNEH,Yes
@MatthewJLB Funny RFK Jr. wrote a column last winter that global warming led to rare snow in DC #fail,No
@jmac82 So much for global warming! :-P,No
OL News: Oceans Reveal Further Impacts of Climate Change http://bit.ly/9GQoBz,Yes
Another Epic Snowstorm in DC: And Other Climate Change Surprises #climate http://bit.ly/bGUyv0,Yes
RT @sciencedaily: Stratospheric Water Vapor is a Global Warming Wild Card: A 10 percent drop in water vapor ten miles above Earth's ... http://bit.ly/bVEsWa,Yes
Malthusian failure. // RT @TelegraphNews India forms new climate change body http://bit.ly/dCOe4U,Yes
"RT @VA_GOP - Watch the new RPV Web Ad: ""12 Inches of Global Warming"" http://bit.ly/cUi0LO http://bit.ly/9wJf5u",No
"More climate change duncery in action: http://tinyurl.com/yz7qyn6 (This extra-snowy winter brought to you by warm El Nino moisture, btw)",No
Could #Climate Change be contributing to this ?...#snOMG'#snopocalypse #snowmageddon #snOMGasm http://bit.ly/cSwqMw,Yes
@StndrdBitch The whole northern hemisphere is colder this winter. Record snowfalls in China and Europe. Must be global warming.,No
@devhammer unlesss global warming will stop the snow fall ;),Yes
"While I wait in DC for blizzard, a reminder that waves of weird, wet snowbombs are consistent with global warming. Video: http://j.mp/b4wuRv",Yes
"RT @fdncenter: Global Philanthropy Forum starts today! View FC presentations on Global Health, Climate Change, more http://bit.ly/atqpmt",Yes
RT @AGUSciPolicy: AGU cosponsoring #climate change & human health briefing today on Capitol Hill. 11A-12:30P 210 House Cannon & 2P-3:30P 406 Senate Dirksen,Yes
Do you agree?  Lawmaker: Climate change just ruse to control population -http://bit.ly/cV92QG,No
"best of luck! @alpSCentre: ...if our new ""Centre for Climate Change Adaptation Technologies alpS"" will be funded by Austrian Gov",Yes
@LamontKingtv LOL I'm just making a funny. But YES global warming is REAL.,Yes
"Time to hunker down and ""Ride the storm out"". They are calling it historical. So much for global warming.",No
How Is Denying New Info on Abstinence Any Different from Denying Climate Change? http://bit.ly/9HVgwX,Yes
"Hot Air Video: O'Reilly vs. Jon Stewart on foreign policy, global warming, Palin: The exciting conclusion to last ... http://bit.ly/aBP34k",Yes
"ABC labels Pachauri ""leading global warming scientist"" http://bit.ly/cZ56b8",Yes
"US Government Finds that Pika is ""Not at Risk"" from Climate Change http://bit.ly/bMfu80 #WWFUS #WWF #climate",Yes
"US Government Finds that Pika is ""Not at Risk"" from Climate Change: The U.S. Government will p... http://bit.ly/bMfu80 #climate #WWFUS #WWF",Yes
"""Too much change is not a good thing. Just ask the climate."" - Michael Scott #fb",Yes
"""Too much change is not a good thing; ask the climate"" - Michael Scott",Yes
"""Too much change is not a good thing. Just ask the climate."" - Michael Scott",Yes
Too much change is not a good thing.  Ask the climate.,Yes
"Pete: ""How do we combat them?""  Tell them we've got global warming, financial crisis, energy crisis, terrorism ... they'll leave.",No
"Post: ""Climate Change ""Destabilizing Geopolitical Force"""" http://tinyurl.com/yjlwvyw",Yes
"Overall, pretty orderly in Target, considering the global warming headed our way...#dc",Yes
I wonder if the massive snowstorm about to shut down DC is the result of 'global warming'.,Yes
Bolivian UN Ambassador Pablo Solon on the World Peoples' Summit on Climate Change and Rights of Mother Earth. http://bit.ly/8Z2KyL,Yes
DailyKos on the military leading on climate change. Why won't Republicans listen to military anymore? http://bit.ly/dAwoPy @operationfree,Yes
RT @BBC_WNA: Why climate change scepticism in Australia has grown from a fringe argument into a mainstream political movement. WNA @ 7pm,No
"i'm the fuckin' rumplestiltzkin of climate change. doin' the impossible for last minute meetings, bitches.",No
Mann's hockey stick graph that shows humans are causing #climate change is STILL LEGIT after intense scrutiny. http://tinyurl.com/yf9gmoz,Yes
"I don't think there's any Global Warming. Seriously, i think we're headed for an Ice Age.",No
"RT@rff_org New video: Experts talk climate change, extreme weather, and insuring the next Katrina. http://bit.ly/7Hz0WQ",Yes
RT @OperationFree Op Free and QDR in sync: climate change threatens national security.  http://bit.ly/aGVNOh,Yes
would like to thank the #snowpocalypse for ruining his birthday plans. Where is global warming when you need it?,No
RT @sciencedaily: Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,Yes
Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,Yes
RT @seeprogress: Posted 'Climate Change Is a Clear and Present Danger' to blip.tv: http://blip.tv/file/3176067,Yes
Global Warming Hysteria: IPCC Report Mistake About Elevation of the Netherlands http://bit.ly/aVEWkp,No
"Be sure to check out our Top 40 ""Change Your Climate, Change Our World"" contest videos and leave your comments: http://ow.ly/13Riw",Yes
Michael Barone at @TownhallCom : How Climate-Change Fanatics Corrupted Science http://ow.ly/13PNw,No
YAY another #snowpocalypse is ON. THE. WAY. Dare I say it?... Thanks climate change. And again kicking myself for not bringing my xc skis.,Yes
NOAA: Sea Grant awards mini-grants to help communities adapt to climate change. http://ow.ly/13WXw,Yes
RT @MilesGrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,No
RT @milesgrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,Yes
RT @OperationFree: Op Free and QDR in sync: climate change threatens national security. http://bit.ly/aGVNOh,Yes
Time Magazine has a Problem with the Truth about Global Warming: By Alan Caruba Bryan Walsh has a great career in... http://bit.ly/cLHTrV,No
Enlisting a drug discovery technique in the battle against global warming http://bit.ly/byzkWv #climate,Yes
Invasive #plants are beneficiaries of #climate change in Thoreau's woods http://bit.ly/dtkeBP,Yes
Check out philanthropy info on climate change from the Foundation Center. http://bit.ly/cEfOiO #green @fdncenter,Yes
Invasive plants are beneficiaries of climate change in Thoreau's woods : http://eurekalert.org/e/3Jgg @PLoS #EurekAlert,Yes
Misreading of polls is playing into the hands of #climate change deniers http://bit.ly/9WdznJ,Yes
U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/cTlF,No
RT @BillWilsonALG: Lindsay Graham getting public love from Obama. Someone needs to tell Graham that climate change is a proven lie. http://bit.ly/9w8RHw #tcot,No
#Wetlands & #prairies more sensitive to #climate change than previously thought http://bit.ly/9k84Qh #waterfowl #potholes,Yes
Preparing for the Global Warming event this weekend. (@ Costco) http://4sq.com/4qG5cH,Yes
Methane: The New #Climate Change Indicator? http://bit.ly/cLDQGZ (via @huffingtonpost) #green,Yes
new Foundry post: Climate Change Scientific Consensus Cloudy as Ever http://bit.ly/bXpVUf,Yes
"""Political talk shows discuss global warming. This is science (fiction).""",No
Bin laden joins global warming doomsayers: http://www.fumento.com/weblog/archives/2010/01/bin_laden_joins.html,Yes
".@LuvableSole 12-20"" what?! effing global warming!  #weallgonnadie",No
Our team is mapping geopolitics of climate change this morning. Which countries/blocks do you think are most important? why? /RT @350,Yes
Global Warming Update http://ow.ly/16uUpb,Yes
RT @huffingtonpostz Canada's Wolverine Population Declines As Result Of Climate Change http://is.gd/7GSpU &lt;- and lack of more X-Men sequels,Yes
Expecting 1-2 more feet of global warming this weekend.,Yes
Intel Threat Assessments on climate change: I compare '09 to '10. Surprisingly interesting: http://bit.ly/92KXhL,Yes
"Post: ""Drug discovery technique could help in the battle against global warming"" http://tinyurl.com/yjxebsw",Yes
"20"" of snow? Ok that's it, everyone go buy all the aerosols you can, go outside and start spraying. I'm now cheering on global warming.",No
"Economics and politics align for climate change says pena #RETECH ""energy efficiency in recession requires political will"" #energycollectiv",Yes
Man I love global warming. #fb,Yes
I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,Yes
Coal Caucus At Odds with Mining Industry on Climate Change http://ow.ly/16uRDK,Yes
RT @climatedebate: UN official says climate change science robust despite errors in panel ...:  http://bit.ly/9cysf9,Yes
"Vice President, Climate Change - World Wildlife Fund: We are seeking a Vice President, Climate Change to provide t... http://bit.ly/a18HvB",Yes
RT @mcmcvey: 3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,Yes
RT @ihatethemedia IHateTheMedia.com gets a message from global warming scientist Koko Warner | IHatetheMedia http://ow.ly/1o56oK #tcot,Yes
GLOBAL WARMING BUSTED by the President! - http://tinyurl.com/yjj5ovp,No
DHS: Fossil Fuels and Climate Change are  'National Threats' http://bit.ly/bTIImM,Yes
DHS: Fossil Fuels and Climate Change are 'National Threats' http://bit.ly/dlQgDY #TCOT #RS,Yes
Lovely . . . another foot of global warming coming our way this weekend . . . http://bit.ly/bb0XQo,Yes
3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,Yes
"Global Warming ""Gore Hockey Stick"" slammed by top British statistician http://bit.ly/dj1eqW",No
RT @terryacarter For those doubting global warming because of this snow. Vancouver having warmest Winter on record. It's called a trend line,Yes
@thigpensrevenge it's the global warming gods jo. everything's all whacked up and around and inside out and upside down,No
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Yes
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,No
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Yes
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Yes
For those of you doubting global warming because of this snow: Vancouver has had it's warmest Winter on record. It's called a trend line.,Yes
For those of you doubting global warming because of this snow. Vancouver has had it's warmest Winter on record. It's called a trend line.,Yes
pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,Yes
"RT @mmfa: Hill devotes article to baseless global warming attacks, Gore bashing: #p2 #noisemachine #climate http://ow.ly/166Bh",Yes
Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,No
Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,Yes
MSNBC Reporter Insists Record Snow Out East Is Due to Global Warming http://tinyurl.com/yjzytto #tcot #ocra,Yes
"RT @ebertchicago: Many scientists believe the Snowpocalypse is more evidence of Climate Change, a.k.a. warming.",Yes
RT @OTOOLEFAN I'm embarrassed to live in a country where elected officials cite a snowstorm as proof that global warming is a hoax.,Yes
wow we had a blizzard & an earthquake. Take that you global warming non-believers!,Yes
"RT @Uncucumbered: @sarahrosehurt ths Reps R getting 2 me 2day. They have decided that the snow is proof thr is no global warming, & gloat.",No
"ENOUGH with the ""what global warming?"" idiocy. It's neither funny nor original, and the bizarre snowfall is a SYMPTOM of climate change.",Yes
Yo Al Gore!!  Where's your Global Warming NOW!!!,No
"Can't believe that people think excess snow makes global warming a non-reality... wow, read some books!",Yes
Unreal: Top Yahoo Headline- 'Analysis: How Global Warming Makes Blizzards Worse' http://tinyurl.com/ykxbolc #tcot #ocra,Yes
RT @boliviaun: Guardian: Bolivia climate change talks to give poor a voice - Groups on frontline of global warming head to #cochabamba http://is.gd/bywgY,Yes
RT @sciam: How to Reform the Intergovernmental Panel on Climate Change http://bit.ly/ctvuIh [How about ending it?],Yes
"Just like Evolution, Climate Change is Real http://post.ly/NBw8",Yes
RT @Kalel194: Time magazine claims 'Global Warming Makes Blizzards Worse' http://tinyurl.com/yas7en6,Yes
Global warming will make world more 'fragrant' http://bit.ly/azMqYJ  #tcot #ocra,Yes
Global Warming My Ass!!!! Fuck You  AL Gore,No
RT @KamaainaInOC: RT@STXherry: RT@slkbrooke: Obama Wants To Make Global Warming Key Element In US Dfnse Strategy http://bit.ly/9jwD1Q #tcot,Yes
"The Robin Hood tax: A tiny tax on bankers that would give billions to tackle poverty and climate change, here and ... http://bit.ly/9l3zPO",Yes
"@ebertchicago re: that global warming article: indeed, bloggers can definitely make shit up! we didn't need a MSM article to tell us that",No
RT @boliviaun: Guardian: Bolivia climate change talks to give poor a voice - Groups on frontline of global warming head to #cochabamba http://is.gd/bywgY,Yes
"http://bit.ly/auiZPZ -Politics, Science Collide Over Recent Snow Storms-Which is why we need to drop 'warming' word,use climate change.",Yes
@carney don't worry with Global warming you will be at the beach swimming in March,Yes
Understanding climate change: There's an ap for that http://bit.ly/cnFYZP,Yes
"You saying he didn't? RT @DennyLonergan: Rt Gore won't give up on the ""global warming"" gig.  He still thinks he invented the internet",No
"Crippled By Blizzard, DC Announces New Global Warming Agency by Phone http://bit.ly/adkfNW  #tcot #ocra",Yes
Morning everybody. Any of you still skeptical about the effects of global warming?? Or do you think the end is near? #earthquakeinillinois,Yes
Reading: Global Warming In One State at Power Line http://www.powerlineblog.com/archives/2010/02/025557.php,Yes
RT @Drudge_Report: TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ = FAIL.,Yes
".@BrazilTour 'political barriers, and lack of good data. Weather modification is not climate change: would like to see, back of envelope,",No
U.S. Climate Change Portal Could Birth Entirely New Industries http://www.fastcompany.com/15437... Read more at http://bit.ly/9Z5WKf,Yes
SEC Follows Through with Guidance Regarding Disclosure of Climate Change Risks and Opportunitie... Read more at http://bit.ly/9HQoEQ,Yes
the snowpocalypse in the jerz is really subpar so far.  i finally believe in global warming.,Yes
"Dripping with irony: Senate EPW Committee hearing on ""Global Warming Impacts"" postponed because of snow http://2eyf.sl.pt #warmers #algore",No
I rated a YouTube video (5 out of 5 stars) -- Hitler was behind Global Warming - Climategate http://youtu.be/jGdbHW9Nlds?a,No
Check this video out -- Hitler was behind Global Warming - Climategate http://youtu.be/jGdbHW9Nlds #tweetcongress #michellemalkin #teaparty,Yes
Palin on global warming: 'bunch of snake oil science' http://newser.me/94tFLo,No
Snowmageddon Rearranges Climate Change Announcement http://bit.ly/biv3Yk &lt;- Love the irony.,No
"Belief in human role in global warming is down, but green purchasing is up. #sogb",Yes
What do the proponents of global warming consider normal climate change? global warming http://bit.ly/c6l90x,Yes
"@CalebHowe So in other words, ""Global Climate Change"" has its benefits. I could live with this.",Yes
"DoD's QDR says Climate change (may accelerate instability or conflict, etc.) and energy are two key security issues. http://u.nu/5x935",Yes
"@FrostyJane No, but sometimes I think the #Mythbusters should do an episode on this whole global warming thing. CONFIRMED!",Yes
! crop production Global Warming: Melting Away! | The Doc Is In,Yes
Climate change in U.S.: Trees in Colorado dying. Not enough water in Calif. Hurricane Katrina as act of man.    #catholicsmg10,Yes
Guest Article #33: Chemicals management and climate change ...: Chemicals are an integral part of the daily life w... http://bit.ly/a31dl0,Yes
"Attention knuckle-draggers:  The unusual snowfall in D.C. is BECAUSE of climate change, not in spite of it.  #morons",Yes
"@MNNative  I don't know anymore, Global warming?...oops Climate Change!",No
Tough sledding for the global warming alarmists  The Star-Ledger global warming :) http://bit.ly/8ZSiAd,No
Another snowstorm heads for Washington--White House creating global warming office http://tinyurl.com/yj6w57j #tcot #green #politics #gop,Yes
Population Control and Climate Change (Part 1) http://bit.ly/cf39ly #News,Yes
"@dcagle I am unfollowing you because of that idiotic ""global warming"" cartoon. It's trite AND off-the-mark.",No
Darn global warming! You're doin' it wrong! Where is my extended summer vacation?!,Yes
"RT @TeaPartyNJ: Global Warming - Wash gets record snow fall, another 20 in tomorrow.  God is clearly on the side of the cons // brilliant;)",Yes
:) global warming facts http://bit.ly/dccyht Facts About Crude Oil,Yes
Hey Al Gore- Could you sprinkle some Global Warming fairy dust on my car tonight? We're supposed to get 10-14 inches of snow by the morning.,No
New Climate Agency!?  So spend more $ for something no one is in control of or can change.  Brilliant...dang it's cold outside.,No
DC rally April 25 http://bit.ly/cwUzaA to set the stage for Senate unveiling of new #climate change bill http://nyti.ms/csrxPR,Yes
As Sea Level Rises So Does The Level Of Climate Change Denial http://shar.es/aLckR via @sharethis,Yes
Apparently the Obama Administration is proposing a Climate Service Agency to study climate change.  Another excellent use of taxpayer $.,No
Global warming degrading Arctic faster than first thought http://u.nu/4gg25,Yes
This winter will likely do more to put a dagger in the heart of the global warming cause than all the right-wing Republicans put together.,No
"The group of people who would be most displeased with this winter are the ""global warming"" activists.",No
"RT @bakeanddestroy: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up via @DougBenson",Yes
"Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up via @DougBenson",Yes
"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",Yes
:) http://bit.ly/auUPBL There is No Man Made Climate Crisis (Global Warming is a Hoax) global warming,No
RT @iconicearth: Federal #Climate Change Agency Being Formed:  http://ow.ly/15aMD #p2 #eco #green,Yes
http://bit.ly/dmOGrA national ocean service New Federal Climate Change Agency Forming :O,Yes
RT @MFFL8209: LOL RT @AlGoresBrain: My left foot is slightly smaller than my right.This is due to Global Warming. Take off your shoes. Look.,No
RT @Earth_News: Guardian: Bolivia climate change talks to give poor a voice http://bit.ly/9WRxZk,Yes
Ways To Prevent Global Warming | Renewable Energy: http://bit.ly/cEFXtp via @addthis,Yes
YouTube  Thomas Sowell: Global Warming Manufactured by Intellectuals? :) http://bit.ly/9mJLOt causes of global warming,No
The Great Global Warming Collapse http://bit.ly/drrEIN #tcot #greenpolice (H/T @gfulgoni),No
"Whoa! As the science scandals keep coming, the air has gone out of the climate-change movement  http://bit.ly/9zHTH5",No
RT @greenforyou Global Warming Makes Trees Grow Faster #green http://bit.ly/aTcHok,Yes
RT @Greenpeace Shrinking #water resources a major #climate change impact. Reuters #news: http://j.mp/bMktM6 #ecomonday,Yes
;P ways to stop global warming IPCC devil deserves its due http://bit.ly/aWcovy,Yes
Worse: what if we *should* be experiencing a crushing cold winter due to the solar min and we are *not* because of climate change?,Yes
"What would a year without summer, due only to an intense solar minimum (i.e. 1816), imply for climate change efforts? Ppl won't get this.",Yes
Economic and Social Consequences of Global Warming http://bit.ly/d0k9N6 association of british insurers ;O,Yes
ways to stop global warming ;P Are ALL of these ways to stop global warming? http://bit.ly/agw1in,Yes
The Audi green police will play right into all the crazy fears of the right wing global warming deniers.,Yes
The great global warming collapse http://2ehp.sl.pt #warmers #algore,No
"http://twitpic.com/11zs79 - Terra view of the near record show storm over Washington DC.  ""Global warming""??  Ha Ha!!!",No
"""Cambio climatico y poblacion."" http://1x.org/?l=w684 #tcot #icot Global Warming skepticism finally made it to Latin America. #climatechange",No
